10g: links: /; rechts: 10g
9420g: links: 30g, 270g; rechts: 7290g, 2430g
9430g: links: 30g, 270g; rechts: 10g, 7290g, 2430g
9440g: links: 10g, 270g; rechts: 7290g, 2430g
9450g: links: 270g; rechts: 7290g, 2430g
9460g: links: 270g; rechts: 10g, 7290g, 2430g
9470g: links: 10g, 270g; rechts: 7290g, 30g, 2430g
9480g: links: 270g; rechts: 7290g, 30g, 2430g
9490g: links: 270g; rechts: 10g, 7290g, 30g, 2430g
9500g: links: 10g, 30g, 270g; rechts: 90g, 7290g, 2430g
9510g: links: 30g, 270g; rechts: 90g, 7290g, 2430g
9520g: links: 30g, 270g; rechts: 10g, 90g, 7290g, 2430g
9530g: links: 10g, 270g; rechts: 90g, 7290g, 2430g
9540g: links: 270g; rechts: 90g, 7290g, 2430g
9550g: links: 270g; rechts: 10g, 90g, 7290g, 2430g
9560g: links: 10g, 270g; rechts: 90g, 7290g, 30g, 2430g
9570g: links: 270g; rechts: 90g, 7290g, 30g, 2430g
9580g: links: 270g; rechts: 10g, 90g, 7290g, 30g, 2430g
9590g: links: 10g, 90g, 30g; rechts: 7290g, 2430g
9600g: links: 90g, 30g; rechts: 7290g, 2430g
9610g: links: 90g, 30g; rechts: 10g, 7290g, 2430g
9620g: links: 10g, 90g; rechts: 7290g, 2430g
9630g: links: 90g; rechts: 7290g, 2430g
9640g: links: 90g; rechts: 10g, 7290g, 2430g
9650g: links: 10g, 90g; rechts: 7290g, 30g, 2430g
9660g: links: 90g; rechts: 7290g, 30g, 2430g
9670g: links: 90g; rechts: 10g, 7290g, 30g, 2430g
9680g: links: 10g, 30g; rechts: 7290g, 2430g
9690g: links: 30g; rechts: 7290g, 2430g
9700g: links: 30g; rechts: 10g, 7290g, 2430g
9710g: links: 10g; rechts: 7290g, 2430g
9720g: links: /; rechts: 7290g, 2430g
9730g: links: /; rechts: 10g, 7290g, 2430g
9740g: links: 10g; rechts: 7290g, 30g, 2430g
9750g: links: /; rechts: 7290g, 30g, 2430g
9760g: links: /; rechts: 10g, 7290g, 30g, 2430g
9770g: links: 10g, 30g; rechts: 90g, 7290g, 2430g
9780g: links: 30g; rechts: 90g, 7290g, 2430g
9790g: links: 30g; rechts: 10g, 90g, 7290g, 2430g
9800g: links: 10g; rechts: 90g, 7290g, 2430g
9810g: links: /; rechts: 90g, 7290g, 2430g
9820g: links: /; rechts: 10g, 90g, 7290g, 2430g
9830g: links: 10g; rechts: 90g, 7290g, 30g, 2430g
9840g: links: /; rechts: 90g, 7290g, 30g, 2430g
9850g: links: /; rechts: 10g, 90g, 7290g, 30g, 2430g
9860g: links: 10g, 90g, 30g; rechts: 7290g, 270g, 2430g
9870g: links: 90g, 30g; rechts: 7290g, 270g, 2430g
9880g: links: 90g, 30g; rechts: 10g, 7290g, 270g, 2430g
9890g: links: 10g, 90g; rechts: 7290g, 270g, 2430g
9900g: links: 90g; rechts: 7290g, 270g, 2430g
9910g: links: 90g; rechts: 10g, 7290g, 270g, 2430g
9920g: links: 10g, 90g; rechts: 7290g, 30g, 270g, 2430g
9930g: links: 90g; rechts: 7290g, 30g, 270g, 2430g
9940g: links: 90g; rechts: 10g, 7290g, 30g, 270g, 2430g
9950g: links: 10g, 30g; rechts: 7290g, 270g, 2430g
9960g: links: 30g; rechts: 7290g, 270g, 2430g
9970g: links: 30g; rechts: 10g, 7290g, 270g, 2430g
9980g: links: 10g; rechts: 7290g, 270g, 2430g
9990g: links: /; rechts: 7290g, 270g, 2430g
10000g: links: /; rechts: 10g, 7290g, 270g, 2430g
