10g: links: /; rechts: 10g
6930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 5000g, 10g, 10g, 10g
6940g: links: 50g, 10g; rechts: 500g, 500g, 1000g, 5000g
6950g: links: 50g; rechts: 500g, 500g, 1000g, 5000g
6960g: links: 50g; rechts: 500g, 500g, 1000g, 5000g, 10g
6970g: links: 10g, 10g, 10g; rechts: 500g, 500g, 1000g, 5000g
6980g: links: 10g, 10g; rechts: 500g, 500g, 1000g, 5000g
6990g: links: 10g; rechts: 500g, 500g, 1000g, 5000g
7000g: links: /; rechts: 500g, 500g, 1000g, 5000g
7010g: links: /; rechts: 500g, 500g, 1000g, 5000g, 10g
7020g: links: /; rechts: 500g, 500g, 1000g, 5000g, 10g, 10g
7030g: links: /; rechts: 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7040g: links: 10g; rechts: 50g, 500g, 500g, 1000g, 5000g
7050g: links: /; rechts: 50g, 500g, 500g, 1000g, 5000g
7060g: links: /; rechts: 50g, 500g, 500g, 1000g, 5000g, 10g
7070g: links: /; rechts: 50g, 500g, 500g, 1000g, 5000g, 10g, 10g
7080g: links: /; rechts: 50g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7090g: links: 10g; rechts: 50g, 50g, 500g, 500g, 1000g, 5000g
7100g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 5000g
7110g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 5000g, 10g
7120g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 5000g, 10g, 10g
7130g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7140g: links: 10g; rechts: 50g, 100g, 500g, 500g, 1000g, 5000g
7150g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 5000g
7160g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 5000g, 10g
7170g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g
7180g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7190g: links: 10g; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 5000g
7200g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 5000g
7210g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 5000g, 10g
7220g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g
7230g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7240g: links: 10g; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 5000g
7250g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 5000g
7260g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g
7270g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g
7280g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7290g: links: 10g; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 5000g
7300g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 5000g
7310g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g
7320g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g
7330g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7340g: links: 10g; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g
7350g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g
7360g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g
7370g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g
7380g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7390g: links: 10g; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g
7400g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g
7410g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g
7420g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g
7430g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7440g: links: 50g, 10g; rechts: 500g, 500g, 500g, 1000g, 5000g
7450g: links: 50g; rechts: 500g, 500g, 500g, 1000g, 5000g
7460g: links: 50g; rechts: 500g, 500g, 500g, 1000g, 5000g, 10g
7470g: links: 10g, 10g, 10g; rechts: 500g, 500g, 500g, 1000g, 5000g
7480g: links: 10g, 10g; rechts: 500g, 500g, 500g, 1000g, 5000g
7490g: links: 10g; rechts: 500g, 500g, 500g, 1000g, 5000g
7500g: links: /; rechts: 500g, 500g, 500g, 1000g, 5000g
7510g: links: /; rechts: 500g, 500g, 500g, 1000g, 5000g, 10g
7520g: links: /; rechts: 500g, 500g, 500g, 1000g, 5000g, 10g, 10g
7530g: links: /; rechts: 500g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7540g: links: 10g; rechts: 50g, 500g, 500g, 500g, 1000g, 5000g
7550g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 5000g
7560g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 5000g, 10g
7570g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g
7580g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7590g: links: 10g; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 5000g
7600g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 5000g
7610g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 5000g, 10g
7620g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g
7630g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7640g: links: 10g; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 5000g
7650g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 5000g
7660g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g
7670g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g
7680g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7690g: links: 10g; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 5000g
7700g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 5000g
7710g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g
7720g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g
7730g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7740g: links: 10g; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g
7750g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g
7760g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g
7770g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g
7780g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7790g: links: 10g; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g
7800g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g
7810g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g
7820g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g
7830g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7840g: links: 10g; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g
7850g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g
7860g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g
7870g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g
7880g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7890g: links: 10g; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g
7900g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g
7910g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g
7920g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g
7930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 5000g, 10g, 10g, 10g
7940g: links: 50g, 10g; rechts: 500g, 500g, 1000g, 1000g, 5000g
7950g: links: 50g; rechts: 500g, 500g, 1000g, 1000g, 5000g
7960g: links: 50g; rechts: 500g, 500g, 1000g, 1000g, 5000g, 10g
7970g: links: 10g, 10g, 10g; rechts: 500g, 500g, 1000g, 1000g, 5000g
7980g: links: 10g, 10g; rechts: 500g, 500g, 1000g, 1000g, 5000g
7990g: links: 10g; rechts: 500g, 500g, 1000g, 1000g, 5000g
8000g: links: /; rechts: 500g, 500g, 1000g, 1000g, 5000g
8010g: links: /; rechts: 500g, 500g, 1000g, 1000g, 5000g, 10g
8020g: links: /; rechts: 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8030g: links: /; rechts: 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8040g: links: 10g; rechts: 50g, 500g, 500g, 1000g, 1000g, 5000g
8050g: links: /; rechts: 50g, 500g, 500g, 1000g, 1000g, 5000g
8060g: links: /; rechts: 50g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8070g: links: /; rechts: 50g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8080g: links: /; rechts: 50g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8090g: links: 10g; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 5000g
8100g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 5000g
8110g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8120g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8130g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8140g: links: 10g; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8150g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8160g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8170g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8180g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8190g: links: 10g; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8200g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8210g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8220g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8230g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8240g: links: 10g; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8250g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8260g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8270g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8280g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8290g: links: 10g; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8300g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8310g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8320g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8330g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8340g: links: 10g; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8350g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8360g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8370g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8380g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8390g: links: 10g; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8400g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g
8410g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8420g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8430g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8440g: links: 50g, 10g; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g
8450g: links: 50g; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g
8460g: links: 50g; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8470g: links: 10g, 10g, 10g; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g
8480g: links: 10g, 10g; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g
8490g: links: 10g; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g
8500g: links: /; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g
8510g: links: /; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8520g: links: /; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8530g: links: /; rechts: 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8540g: links: 10g; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8550g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8560g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8570g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8580g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8590g: links: 10g; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8600g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8610g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8620g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8630g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8640g: links: 10g; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8650g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8660g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8670g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8680g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8690g: links: 10g; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8700g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8710g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8720g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8730g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8740g: links: 10g; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8750g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8760g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8770g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8780g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8790g: links: 10g; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8800g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8810g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8820g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8830g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8840g: links: 10g; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8850g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8860g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8870g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8880g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8890g: links: 10g; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8900g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g
8910g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g
8920g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g
8930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 5000g, 10g, 10g, 10g
8940g: links: 50g, 10g; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g
8950g: links: 50g; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g
8960g: links: 50g; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
8970g: links: 10g, 10g, 10g; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g
8980g: links: 10g, 10g; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g
8990g: links: 10g; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g
9000g: links: /; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g
9010g: links: /; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9020g: links: /; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9030g: links: /; rechts: 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9040g: links: 10g; rechts: 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9050g: links: /; rechts: 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9060g: links: /; rechts: 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9070g: links: /; rechts: 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9080g: links: /; rechts: 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9090g: links: 10g; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9100g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9110g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9120g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9130g: links: /; rechts: 50g, 50g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9140g: links: 10g; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9150g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9160g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9170g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9180g: links: /; rechts: 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9190g: links: 10g; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9200g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9210g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9220g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9230g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9240g: links: 10g; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9250g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9260g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9270g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9280g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9290g: links: 10g; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9300g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9310g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9320g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9330g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9340g: links: 10g; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9350g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9360g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9370g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9380g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9390g: links: 10g; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9400g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9410g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9420g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9430g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9440g: links: 50g, 10g; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9450g: links: 50g; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9460g: links: 50g; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9470g: links: 10g, 10g, 10g; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9480g: links: 10g, 10g; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9490g: links: 10g; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9500g: links: /; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9510g: links: /; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9520g: links: /; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9530g: links: /; rechts: 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9540g: links: 10g; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9550g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9560g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9570g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9580g: links: /; rechts: 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9590g: links: 10g; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9600g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9610g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9620g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9630g: links: /; rechts: 50g, 50g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9640g: links: 10g; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9650g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9660g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9670g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
